Date,Open,High,Low,Close,Adj Close,Volume
2019-11-06,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-11-07,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-11-08,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-11-11,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-11-12,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-11-13,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-11-14,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-11-18,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-11-19,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-11-21,89.989998,89.989998,89.980003,89.980003,89.189148,500
2019-11-22,89.980003,89.980003,89.980003,89.980003,89.189148,0
2019-11-25,89.980003,89.980003,89.980003,89.980003,89.189148,0
2019-11-26,89.980003,89.980003,89.980003,89.980003,89.189148,0
2019-11-27,90.000000,90.000000,86.000000,86.000000,85.244125,300
2019-11-28,86.000000,86.000000,86.000000,86.000000,85.244125,0
2019-11-29,86.000000,86.000000,86.000000,86.000000,85.244125,0
2019-12-02,86.000000,86.000000,86.000000,86.000000,85.244125,0
2019-12-03,79.000000,89.989998,79.000000,89.989998,89.199051,200
2019-12-04,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-12-05,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-12-06,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-12-09,89.989998,89.989998,89.989998,89.989998,89.199051,0
2019-12-10,83.010002,88.879997,83.010002,88.879997,88.098808,200
2019-12-11,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-12,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-13,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-16,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-17,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-18,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-19,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-20,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-23,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-26,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-27,88.879997,88.879997,88.879997,88.879997,88.098808,0
2019-12-30,88.879997,88.879997,88.879997,88.879997,88.098808,0
2020-01-02,88.879997,88.879997,88.879997,88.879997,88.098808,0
2020-01-03,88.879997,88.879997,88.879997,88.879997,88.098808,0
2020-01-06,88.879997,88.879997,88.879997,88.879997,88.098808,0
2020-01-07,88.879997,88.879997,88.879997,88.879997,88.098808,0
2020-01-08,87.000000,87.000000,87.000000,87.000000,86.235336,300
2020-01-09,91.160004,91.160004,91.160004,91.160004,90.358780,200
2020-01-10,85.000000,95.000000,85.000000,90.900002,90.101059,700
2020-01-13,90.900002,90.900002,90.900002,90.900002,90.101059,0
2020-01-14,90.900002,95.000000,87.099998,87.099998,86.334457,600
2020-01-15,87.099998,87.099998,87.099998,87.099998,86.334457,0
2020-01-16,94.000000,94.000000,94.000000,94.000000,93.173813,100
2020-01-17,93.000000,94.000000,93.000000,94.000000,93.173813,200
2020-01-20,92.000000,92.000000,92.000000,92.000000,91.191391,100
2020-01-21,92.000000,92.000000,92.000000,92.000000,91.191391,0
2020-01-22,92.000000,92.000000,92.000000,92.000000,91.191391,0
2020-01-23,90.010002,90.010002,90.010002,90.010002,89.218880,200
2020-01-24,90.010002,90.010002,90.010002,90.010002,89.218880,0
2020-01-27,94.500000,94.500000,94.500000,94.500000,93.669418,100
2020-01-28,94.500000,94.500000,94.500000,94.500000,93.669418,100
2020-01-29,94.500000,94.500000,94.500000,94.500000,93.669418,0
2020-01-30,94.500000,94.500000,94.500000,94.500000,93.669418,0
2020-01-31,94.500000,94.500000,94.500000,94.500000,93.669418,100
2020-02-03,94.500000,94.500000,94.500000,94.500000,93.669418,0
2020-02-04,94.500000,94.500000,94.500000,94.500000,93.669418,0
2020-02-05,94.500000,94.500000,94.500000,94.500000,93.669418,0
2020-02-06,94.500000,94.500000,94.500000,94.500000,93.669418,200
2020-02-07,94.500000,94.500000,94.500000,94.500000,93.669418,0
2020-02-10,94.500000,94.500000,94.500000,94.500000,93.669418,0
2020-02-11,94.500000,94.500000,94.500000,94.500000,93.669418,0
2020-02-12,94.500000,94.500000,94.500000,94.500000,93.669418,0
2020-02-13,85.300003,85.300003,85.300003,85.300003,84.550278,100
2020-02-14,87.010002,87.010002,87.010002,87.010002,86.245247,100
2020-02-17,87.010002,87.010002,87.010002,87.010002,86.245247,0
2020-02-18,88.160004,88.160004,88.160004,88.160004,87.385147,100
2020-02-19,88.160004,88.160004,88.160004,88.160004,87.385147,0
2020-02-20,88.160004,88.160004,88.160004,88.160004,87.385147,0
2020-02-21,88.160004,88.160004,88.160004,88.160004,87.385147,0
2020-02-26,null,null,null,null,null,null
2020-02-27,82.000000,82.000000,82.000000,82.000000,81.279282,100
2020-02-28,82.000000,82.000000,82.000000,82.000000,81.279282,100
2020-03-02,74.750000,75.980003,72.500000,73.730003,73.081970,1470200
2020-03-03,74.500000,75.000000,72.820000,74.629997,73.974052,940100
2020-03-04,74.860001,75.440002,73.400002,74.500000,73.845200,1004100
2020-03-05,73.610001,74.349998,69.029999,71.089996,70.465172,1473900
2020-03-06,68.500000,70.000000,68.000000,69.309998,68.700813,2575600
2020-03-09,62.299999,65.300003,61.490002,65.300003,64.726067,1621600
2020-03-10,66.500000,67.580002,63.380001,66.500000,65.915512,1455600
2020-03-11,64.000000,65.589996,58.500000,62.400002,61.851551,1976600
2020-03-12,53.500000,58.150002,53.000000,57.689999,57.182949,1276900
2020-03-13,62.070000,68.000000,57.000000,65.500000,64.924301,1909200
2020-03-16,57.990002,65.489998,57.430000,62.369999,61.821815,1872400
2020-03-17,62.000000,68.720001,62.000000,68.000000,67.402328,3392100
2020-03-18,61.200001,69.209999,57.509998,59.869999,59.343788,3487400
2020-03-19,58.099998,69.480003,54.480000,64.459999,63.893444,2548900
2020-03-20,67.099998,69.500000,62.009998,67.230003,66.639099,2395000
2020-03-23,69.000000,71.879997,64.139999,71.879997,71.248230,3322300
2020-03-24,73.500000,77.000000,71.000000,72.000000,71.367172,1558400
2020-03-25,72.000000,72.000000,68.120003,70.000000,69.384750,1878600
2020-03-26,69.750000,69.809998,65.910004,66.320000,65.737099,2439400
2020-03-27,64.400002,66.389999,63.009998,64.019997,63.457310,1979600
2020-03-30,63.029999,65.800003,62.759998,65.000000,64.428696,964400
2020-03-31,63.869999,66.489998,63.869999,66.339996,65.756920,1018000
2020-04-01,65.300003,65.500000,62.599998,63.950001,63.387928,1353000
2020-04-02,63.900002,67.199997,63.259998,64.989998,64.418785,1768700
2020-04-03,65.320000,65.330002,61.840000,62.910000,62.357067,1726900
2020-04-06,65.000000,65.989998,64.260002,65.250000,64.676498,1309300
2020-04-07,67.199997,69.500000,65.660004,65.760002,65.182022,1406800
2020-04-08,65.809998,66.690002,63.099998,66.000000,65.419907,1714100
2020-04-09,66.669998,66.669998,63.009998,63.299999,62.743641,1005000
2020-04-13,63.299999,63.830002,61.959999,63.549999,62.991444,1175000
2020-04-14,64.230003,66.430000,63.900002,64.279999,63.715027,2126100
2020-04-15,63.490002,64.230003,62.939999,63.209999,62.654430,1151400
2020-04-16,63.799999,65.040001,62.000000,64.849998,64.280014,1504200
2020-04-17,65.480003,65.480003,63.389999,64.000000,63.437489,1024000
2020-04-20,63.000000,65.070000,62.709999,65.000000,64.428696,1393500
2020-04-22,65.099998,72.260002,65.099998,70.720001,70.098427,3746900
2020-04-23,72.690002,73.489998,68.300003,69.330002,68.720642,1783900
2020-04-24,69.010002,69.010002,63.060001,67.300003,66.708488,2439500
2020-04-27,68.029999,69.980003,66.080002,69.470001,68.859413,1623400
2020-04-28,70.000000,71.150002,66.889999,67.040001,66.450768,1930500
2020-04-29,67.209999,68.279999,66.000000,67.599998,67.005844,1559100
2020-04-30,66.989998,67.559998,66.220001,66.220001,65.637978,1567300
2020-05-04,65.290001,67.129997,64.169998,66.199997,66.199997,1488700
2020-05-05,66.800003,69.690002,65.050003,65.410004,65.410004,1568200
2020-05-06,65.660004,65.660004,64.199997,64.879997,64.879997,2190800
2020-05-07,65.650002,66.000000,62.169998,63.860001,63.860001,3346000
2020-05-08,65.750000,65.980003,64.070000,65.800003,65.800003,1167700
2020-05-11,65.489998,66.400002,65.019997,65.919998,65.919998,1593800
2020-05-12,66.000000,66.720001,65.000000,65.180000,65.180000,1318000
2020-05-13,66.000000,66.000000,63.570000,63.900002,63.900002,1347800
2020-05-14,61.900002,62.029999,58.560001,59.900002,59.900002,4129000
2020-05-15,59.820000,59.830002,55.150002,55.150002,55.150002,3517300
2020-05-18,56.689999,56.689999,54.540001,55.849998,55.849998,2383000
2020-05-19,56.160000,56.580002,54.810001,55.070000,55.070000,1782700
2020-05-20,56.000000,56.299999,54.900002,55.000000,55.000000,1527100
2020-05-21,55.200001,56.369999,54.730000,56.349998,56.349998,1831000
2020-05-22,55.990002,60.380001,55.750000,57.209999,57.209999,2538800
2020-05-25,58.799999,59.700001,58.400002,59.470001,59.470001,1239400
2020-05-26,60.000000,60.950001,58.650002,59.840000,59.840000,1599600
2020-05-27,60.000000,60.500000,59.299999,60.380001,60.380001,1414300
2020-05-28,60.520000,62.389999,60.380001,60.849998,60.849998,1929300
2020-05-29,60.619999,62.980000,60.310001,62.980000,62.980000,3139700
2020-06-01,62.189999,65.610001,61.930000,64.750000,64.750000,2512800
2020-06-02,65.000000,66.800003,64.300003,66.680000,66.680000,2826700
2020-06-03,67.050003,70.940002,67.029999,67.500000,67.500000,4121300
2020-06-04,67.089996,68.000000,66.500000,67.550003,67.550003,3430100
2020-06-05,68.989998,68.989998,66.510002,66.839996,66.839996,2306900
2020-06-08,67.010002,67.500000,65.830002,67.000000,67.000000,2104500
2020-06-09,65.599998,67.129997,65.269997,66.879997,66.879997,1810800
2020-06-10,67.000000,67.930000,64.790001,65.209999,65.209999,1581600
2020-06-12,63.500000,65.169998,62.669998,64.089996,64.089996,1622200
2020-06-15,63.240002,65.550003,62.299999,65.000000,65.000000,1713800
2020-06-16,66.230003,66.800003,65.250000,65.400002,65.400002,986500
2020-06-17,65.510002,67.440002,64.989998,66.699997,66.699997,953100
2020-06-18,66.690002,67.230003,65.599998,66.160004,66.160004,1276100
2020-06-19,66.129997,69.239998,66.129997,68.419998,68.419998,2747600
2020-06-22,68.440002,70.370003,67.559998,68.040001,68.040001,1598100
2020-06-23,68.519997,70.699997,68.250000,70.000000,70.000000,1339800
2020-06-24,69.099998,69.889999,67.900002,69.279999,69.279999,978300
2020-06-25,69.279999,71.239998,68.639999,71.190002,71.190002,1133900
2020-06-26,70.300003,71.000000,68.620003,68.809998,68.809998,884000
2020-06-29,68.940002,72.940002,68.910004,72.900002,72.900002,1578800
2020-06-30,72.070000,73.000000,70.800003,70.980003,70.980003,1659700
2020-07-01,71.040001,73.480003,70.389999,72.629997,72.629997,1186800
2020-07-02,73.599998,73.760002,70.099998,71.320000,71.320000,1332100
2020-07-03,71.320000,72.540001,70.720001,72.540001,72.540001,842100
2020-07-06,72.580002,73.199997,72.190002,72.769997,72.769997,987400
2020-07-07,72.080002,72.290001,70.750000,70.900002,70.900002,1294600
2020-07-08,71.370003,72.400002,71.209999,72.300003,72.300003,1109700
2020-07-09,72.320000,72.540001,71.220001,71.529999,71.529999,1116600
2020-07-10,71.989998,71.989998,70.150002,70.699997,70.699997,955500
2020-07-13,71.250000,71.449997,68.300003,68.570000,68.570000,1323400
2020-07-14,69.000000,70.150002,67.690002,69.870003,69.870003,1256800
2020-07-15,70.199997,70.680000,69.739998,70.320000,70.320000,1516700
2020-07-16,70.320000,70.440002,68.709999,69.570000,69.570000,1326600
2020-07-17,69.599998,71.900002,69.599998,71.099998,71.099998,1281500
2020-07-20,70.970001,72.000000,69.940002,72.000000,72.000000,1200900
2020-07-21,72.110001,77.519997,72.110001,76.989998,76.989998,3076900
2020-07-22,76.970001,78.099998,74.800003,75.870003,75.870003,1656900
2020-07-23,75.500000,76.190002,73.500000,74.209999,74.209999,597100
2020-07-24,74.199997,74.970001,72.599998,74.900002,74.900002,1009200
2020-07-27,75.330002,76.470001,75.300003,75.300003,75.300003,1053300
2020-07-28,78.000000,79.260002,76.309998,77.720001,77.720001,3989200
2020-07-29,78.720001,78.830002,76.400002,78.639999,78.639999,3250100
2020-07-30,78.080002,78.199997,73.339996,73.709999,73.709999,4405600
2020-07-31,0.000000,0.000000,0.000000,71.000000,71.000000,0
